state_abbr,county_name,county_fips,vote_total_county,vote_per_AI,vote_per_AS,vote_per_AU,vote_per_CS,vote_per_D,vote_per_G,vote_per_I,vote_per_IP,vote_per_JF,vote_per_L,vote_per_LN,vote_per_NL,vote_per_NN,vote_per_PG,vote_per_PJ,vote_per_R,vote_per_UC,vote_per_UN,vote_per_UY,vote_per_WP,loc_pct_served,loc_pct_underserved,loc_pct_unserved,loc_count_served,loc_count_underserved,loc_count_unserved
WI,Dodge,55027,50195,0,0,0,0,32.90766013,0.2629743998,0,0,0.04781352724,0.2888733938,0,0,0,0,0,65.87707939,0,0,0,0.6155991633,88.90952353,5.556845221,5.533631246,30640,1915,1907
IA,Greene,19073,4872,0,0,0,0,32.90229885,0,0,0,0,0.4926108374,0,0,0,0,0,65.90722496,0,0,0,0.697865353,87.82999438,6.010110466,6.159895151,4691,321,329
MN,Waseca,27161,10348,0,0,0,0,32.87591805,0.2705836877,0,0,0.02899110939,0.5025125628,0,0,0,0,0,65.4232702,0,0,0,0.8987243912,98.70695014,1.131418625,0.1616312321,7939,91,13
NY,Genesee,36037,27678,0,0,0,0,32.87087217,0,0,0,0,0,0,0,0,0,0,67.12912783,0,0,0,0,95.2828569,0.6738775861,4.043265516,22199,157,942
AL,Talladega,1121,33125,0,0,0,0,32.83924528,0.09660377358,0.4377358491,0,0,0,0,0,0,0,0,66.62641509,0,0,0,0,94.00930233,0.9568106312,5.033887043,35371,360,1894
IN,Brown,18013,8627,0,0,0,0,32.82717051,0,0,0,0,0.7534484757,0,0,0,0,0,65.45728527,0,0,0,0.9620957459,94.75832438,0.9344790548,4.307196563,8822,87,401
IA,Buena Vista,19021,7502,0,0,0,0,32.81791522,0,0,0,0,0.293255132,0,0,0,0,0,66.14236204,0,0,0,0.7464676086,99.10891089,0.7920792079,0.09900990099,9009,72,9
NC,Columbus,37047,26352,0,0,0,0,32.81724347,0.1631754706,0,0,0.1328172435,0.1290224651,0,0,0,0,0,66.75774135,0,0,0,0,97.08051524,0.5335961663,2.385888591,28564,157,702
OK,Cherokee,40021,17753,0,0,0,0,32.81698868,0,1.211062919,0,0,0.4224638089,0,0,0,0,0,65.54948459,0,0,0,0,98.76236506,0.1084059804,1.129228962,21865,24,250
WI,Waupaca,55135,30314,0,0,0,0,32.81322161,0.1616414858,0,0,0.02639044666,0.3034901366,0,0,0,0,0,66.28290559,0,0,0,0.412350729,86.64736039,8.151684734,5.200954878,22141,2083,1329
IA,Hamilton,19079,7565,0,0,0,0,32.80898876,0,0,0,0,0.3701255783,0,0,0,0,0,66.14672835,0,0,0,0.6741573034,95.96581626,1.633781576,2.400402162,7636,130,191
NE,Saline,31151,5655,0,0,0,0,32.80282935,0.1414677277,0,0,0,0.7603890363,0.2652519894,0,0,0,0,66.03006189,0,0,0,0,89.32405867,3.840919401,6.835021927,5907,254,452
IL,Morgan,17137,14498,0,0,0,0,32.79072976,0,1.303628087,0,0,0,0,0,0,0,0,65.90564216,0,0,0,0,89.66330825,4.980232113,5.356459635,14061,781,840
IA,Benton,19011,14454,0,0,0,0,32.78677183,0,0,0,0,0.4497025045,0,0,0,0,0,66.06475716,0,0,0,0.698768507,91.28538577,4.62294822,4.091666006,11512,583,516
ND,Sargent,38081,2024,0,0,0,0,32.756917,0,0,0,0,1.778656126,0,0,0,0,0,65.46442688,0,0,0,0,99.83916365,0,0.160836349,2483,0,4
FL,Charlotte,12015,123534,0,0,0,0,32.74402189,0.2218012855,0,0,0,0.2671329351,0,0,0,0,0,66.76704389,0,0,0,0,95.90146865,1.426007279,2.672524073,96708,1438,2695
PA,Lawrence,42073,47071,0,0,0,0,32.7335302,0.3037963927,0,0,0,0.3802766034,0,0,0,0,0,66.5823968,0,0,0,0,95.33507045,1.194060057,3.470869488,37685,472,1372
GA,Coweta,13077,85916,0,0,0,0,32.71916756,0.2164905256,0,0,0,0.4830299362,0,0,0,0,0,66.58131198,0,0,0,0,96.09007127,1.681965591,2.227963136,52445,918,1216
PA,Adams,42001,60636,0,0,0,0,32.71653803,0.3595223959,0,0,0,0.5623721881,0,0,0,0,0,66.36156739,0,0,0,0,89.33063467,3.797407354,6.871957978,37074,1576,2852
AR,Faulkner,5045,54267,0,0,0,0,32.71232978,0.3574916616,1.238321632,0,0,0.5380802329,0,0,0,0,0,65.1537767,0,0,0,0,85.73435371,9.64252018,4.623126114,40891,4599,2205
MN,Becker,27005,19675,0,0,0,0,32.7064803,0.1575603558,0,0,0.04066073698,0.2947903431,0,0,0,0,0,65.87547649,0,0,0,0.9250317662,99.90639011,0.02463418239,0.0689757107,20278,5,14
MI,Schoolcraft,26153,4990,0,0,0,0,32.70541082,0.1803607214,0.08016032064,0,0,0.2204408818,0,0.7815631263,0,0,0,66.03206413,0,0,0,0,94.24536896,0.5314303067,5.223200729,6207,35,344
SC,Spartanburg,45083,155165,0,0,0,0,32.68133922,0.2571456192,0,0,0,0.4317984081,0,0,0,0,0,66.40157252,0.2281442336,0,0,0,94.69620356,3.29374248,2.010053961,128284,4462,2723
SC,Lexington,45063,146372,0,0,0,0,32.66676687,0.3217828546,0,0,0,0.5533845271,0,0,0,0,0,66.24559342,0.2124723308,0,0,0,98.78307306,0.5615341047,0.6553928311,122086,694,810
CO,Montrose,8085,25571,0,0,0,0,32.6659106,0.2698369246,0,0,0,0.5553165696,0,0,0,0,0,65.3122678,0,1.122365179,0.07430292128,0,95.59328886,1.708105923,2.698605215,18916,338,534
VA,Rockbridge,51163,12738,0,0,0,0,32.6581881,0.2590673575,0.1256084158,0,0,0.4788820851,0,0,0,0,0,66.47825404,0,0,0,0,81.7924842,5.146325241,13.06119056,9838,619,1571
MN,Cass,27021,19303,0,0,0,0,32.63741387,0.1761384241,0,0,0.05698596073,0.2797492618,0,0,0,0,0,66.09853391,0,0,0,0.7511785733,98.14194221,0.8713136729,0.9867441168,26357,234,265
MI,Menominee,26109,13041,0,0,0,0,32.63553408,0.1840349666,0.02300437083,0,0,0.3450655625,0,0.5060961583,0,0,0,66.30626486,0,0,0,0,97.04493321,0.6072055053,2.347861287,14384,90,348
WI,Kewaunee,55061,12442,0,0,0,0,32.62337245,0.1527085678,0,0,0.03214917216,0.2813052564,0,0,0,0,0,66.44430156,0,0,0,0.4661629963,61.85504919,37.49247139,0.6524794218,6162,3735,65
AZ,Yavapai,4025,149402,0,0,0,0,32.60799722,0.3714809708,0,0,0,0.5247587047,0,0,0,0,0,66.49576311,0,0,0,0,73.72532487,20.49978507,5.774890057,89187,24799,6986
AR,Union,5139,15404,0,0,0,0,32.58244612,0.1882627889,0.7335756946,0,0,0.3051155544,0,0,0,0,0,66.19059984,0,0,0,0,84.66494216,4.5146176,10.82044024,17347,925,2217
KY,Christian,21047,21660,0,0,0,0,32.57156048,0.2585410896,0.7340720222,0,0,0.2677746999,0,0,0,0,0,66.16805171,0,0,0,0,97.44703304,0.5722867116,1.98068025,24009,141,488
NV,Douglas,32005,35490,0,0,0,0,32.55283178,0,0,0,0,0.4001127078,0,0,1.57227388,0,0,65.47478163,0,0,0,0,94.16357688,2.015267176,3.821155943,21587,462,876
MI,Cass,26027,27818,0,0,0,0,32.52570278,0.1761449421,0.05392192106,0,0,0.3379107053,0,0.3954274211,0,0,0,66.51089223,0,0,0,0,96.93404897,0.5734872436,2.492463789,26368,156,678
LA,Iberia,22045,29233,0,0,0,0,32.51120309,0.23945541,0,0,0.06499503985,0.1847227448,0,0,0,0,0,66.74306435,0,0,0,0.2565593678,75.37290818,15.67729553,8.949796289,22385,4656,2658
MO,Adair,29001,10150,0,0,0,0,32.46305419,0.4926108374,0,0,0,0.7586206897,0,0,0,0,0,66.28571429,0,0,0,0,87.19012159,10.39683288,2.413045527,9250,1103,256
MI,Crawford,26039,8477,0,0,0,0,32.45251858,0.2477291495,0.01179662616,0,0,0.3656954111,0,0.4954582989,0,0,0,66.42680193,0,0,0,0,84.46399849,1.466553127,14.06944839,8927,155,1487
MN,Le Sueur,27079,17396,0,0,0,0,32.39250402,0.2184410209,0,0,0.0287422396,0.3276615314,0,0,0,0,0,66.12439641,0,0,0,0.9082547712,96.190544,1.552264312,2.257191683,13509,218,317
KY,Bourbon,21017,9535,0,0,0,0,32.38594651,0.3251179864,1.038280021,0,0,0.3460933403,0,0,0,0,0,65.90456214,0,0,0,0,74.14558367,6.391478029,19.4629383,6682,576,1754
NC,Yancey,37199,11236,0,0,0,0,32.35137059,0.3648985404,0,0,0.0978996084,0.3381986472,0,0,0,0,0,66.84763261,0,0,0,0,94.9258517,0.8416833667,4.23246493,11842,105,528
IL,Pulaski,17153,2371,0,0,0,0,32.34921974,0,1.054407423,0,0,0,0,0,0,0,0,66.59637284,0,0,0,0,84.95004834,8.830164357,6.219787303,2636,274,193
LA,Ascension,22005,62186,0,0,0,0,32.3432927,0.291062297,0,0,0.1254301611,0.3875470363,0,0,0,0,0,66.44421574,0,0,0,0.4084520632,99.57518947,0.04986039091,0.3749501396,49927,25,188
MN,Polk,27119,15361,0,0,0,0,32.33513443,0.1757698067,0,0,0.06509992839,0.3385196276,0,0,0,0,0,66.15454723,0,0,0,0.930928976,99.59365841,0.2398081535,0.1665334399,14951,36,25
SC,Newberry,45071,18069,0,0,0,0,32.32608335,0.2490453262,0,0,0,0.3099230727,0,0,0,0,0,66.78288782,0.332060435,0,0,0,92.30808081,2.348484848,5.343434343,18277,465,1058
MI,St. Joseph,26149,29270,0,0,0,0,32.28903314,0.2118209771,0.06832934745,0,0,0.4714724974,0,0.6730440724,0,0,0,66.28629997,0,0,0,0,97.65209225,0.3269678945,2.020939859,28074,94,581
AR,Drew,5043,6356,0,0,0,0,32.2529893,0.2831969792,0.9597230963,0,0,0.3775959723,0,0,0,0,0,66.12649465,0,0,0,0,94.42649435,0.6231248558,4.950380799,8183,54,429
MT,Carbon,30009,7297,0,0,0,0,32.24612855,0.3426065506,0,0,0,0.8907770317,0,0,0,0,0,64.6704125,0,0,0,1.850075373,44.41416894,13.95382188,41.63200918,3097,973,2903
IA,Allamakee,19005,7290,0,0,0,0,32.23593964,0,0,0,0,0.3840877915,0,0,0,0,0,66.6255144,0,0,0,0.7544581619,88.26666667,3.049275362,8.684057971,7613,263,749
MN,Chippewa,27023,6289,0,0,0,0,32.21497853,0.1749085705,0,0,0.06360311655,0.2544124662,0,0,0,0,0,66.3857529,0,0,0,0.9063444109,98.62407862,0.2620802621,1.113841114,6021,16,68
NC,Cleveland,37045,51540,0,0,0,0,32.21381451,0.1882033372,0,0,0.1261156383,0.2347691114,0,0,0,0,0,67.2370974,0,0,0,0,94.9574931,1.621767121,3.420739777,42333,723,1525
IN,Hancock,18059,44431,0,0,0,0,32.21174405,0,0,0,0,0.8440053116,0,0,0,0,0,65.91794018,0,0,0,1.026310459,97.83500181,0.747798818,1.417199373,32446,248,470
IA,Clayton,19043,9369,0,0,0,0,32.20194258,0,0,0,0,0.362898922,0,0,0,0,0,66.76272815,0,0,0,0.6724303554,92.77496549,2.457432121,4.767602393,10080,267,518
PA,Carbon,42025,35395,0,0,0,0,32.19098743,0.3446814522,0,0,0,0.4831190846,0,0,0,0,0,66.98121204,0,0,0,0,97.5461211,0.1212157048,2.332663198,32994,41,789
WI,Langlade,55067,11643,0,0,0,0,32.17383836,0.2834321051,0,0,0.04294425835,0.2233101434,0,0,0,0,0,66.8384437,0,0,0,0.4380314352,68.89669607,7.968306174,23.13499776,9217,1066,3095
MI,Barry,26015,38541,0,0,0,0,32.15017773,0.1764354843,0.02854103422,0,0,0.4618458265,0,0.6330920319,0,0,0,66.54990789,0,0,0,0,81.34353512,12.30618849,6.350276392,24133,3651,1884
MN,Otter Tail,27111,36565,0,0,0,0,32.14002461,0.1941747573,0,0,0.03555312457,0.3992889375,0,0,0,0,0,66.39135786,0,0,0,0.8396007111,93.66562029,2.866038843,3.468340862,36701,1123,1359
MN,Swift,27151,5035,0,0,0,0,32.13505462,0.09930486594,0,0,0.07944389275,0.3574975174,0,0,0,0,0,66.33565045,0,0,0,0.9930486594,100,0,0,5240,0,0
AK,,2932,5861,0,0.1535574134,0.290052892,0.2047432179,32.12762327,0.5971677188,1.655007678,0,0,1.177273503,0,0,0,0,0,63.7945743,0,0,0,0,,,,,,
NC,Pender,37141,38789,0,0,0,0,32.12250896,0.2036659878,0,0,0.1082781201,0.4279563794,0,0,0,0,0,67.13759055,0,0,0,0,98.1670779,0.2643637645,1.568558336,33420,90,534
MS,Clarke,28023,7482,0,0,0,0,32.11708099,0.06682705159,0.294039027,0,0,0.1336541032,0,0,0,0,0,67.38839882,0,0,0,0,93.6825054,0.5183585313,5.799136069,8675,48,537
WA,Lewis,53041,44860,0,0,0,0,32.09540794,0.3522068658,0,0,0.100312082,0.4302273741,0,0,0,0,0,65.18279091,0,0,0,1.839054837,72.53706755,9.846238331,17.61669412,26418,3586,6416
WA,Ferry,53019,4002,0,0,0,0,32.05897051,0.4247876062,0,0,0.1499250375,0.299850075,0,0,0,0,0,65.51724138,0,0,0,1.549225387,11.2513369,32.9197861,55.82887701,526,1539,2610
MO,Cole,29051,40058,0,0,0,0,32.05851515,0.4693194867,0,0,0,0.9461281142,0,0,0,0,0,66.52603725,0,0,0,0,97.36417971,1.789671614,0.8461486804,28997,533,252
MT,Chouteau,30015,2934,0,0,0,0,32.03817314,0.5794137696,0,0,0,0.5794137696,0,0,0,0,0,64.2467621,0,0,0,2.556237219,94.69717362,0.0269179004,5.275908479,3518,1,196
VA,Madison,51113,8433,0,0,0,0,32.01707577,0.1778726432,0.1185817621,0,0,0.4387525199,0,0,0,0,0,67.2477173,0,0,0,0,54.68259895,3.928304705,41.38909634,3661,263,2771
GA,Tift,13277,16989,0,0,0,0,32.00894697,0.1177232327,0,0,0,0.2060156572,0,0,0,0,0,67.66731414,0,0,0,0,94.44311377,2.395209581,3.161676647,15772,400,528
MI,St. Clair,26147,96365,0,0,0,0,32.00747159,0.2656566181,0.05707466404,0,0,0.3932963213,0,0.574897525,0,0,0,66.70160328,0,0,0,0,95.03422923,1.871390734,3.094380038,65662,1293,2138
MI,Wexford,26165,19446,0,0,0,0,32.00143988,0.1954129384,0.03085467448,0,0,0.5245294662,0,0.5605265864,0,0,0,66.68723645,0,0,0,0,84.81455965,2.928005512,12.25743484,14773,510,2135
IN,Johnson,18081,77782,0,0,0,0,31.98040678,0,0,0,0,0.7662441182,0,0,0,0,0,66.31482862,0,0,0,0.9385204803,98.23560112,0.8485277034,0.9158711719,58349,504,544
NY,Fulton,36035,23325,0,0,0,0,31.9528403,0,0,0,0,0,0,0,0,0,0,68.0471597,0,0,0,0,94.51122262,0.7585482553,4.73022912,24296,195,1216
LA,De Soto,22031,13855,0,0,0,0,31.94514616,0.1515698304,0,0,0.07939372068,0.1443522194,0,0,0,0,0,67.54962108,0,0,0,0.1299169975,92.19404787,0.2628027559,7.543149371,12980,37,1062
IL,Warren,17187,6382,0,0,0,0,31.91789408,0,1.582575995,0,0,0,0,0,0,0,0,66.49952993,0,0,0,0,95.48642534,0.9615384615,3.552036199,8441,85,314
KY,McCracken,21145,31933,0,0,0,0,31.9136943,0.2442614224,0.6826793599,0,0,0.3037609996,0,0,0,0,0,66.85560392,0,0,0,0,98.36254534,0.2983354239,1.339119232,29014,88,395
WI,Waushara,55137,14338,0,0,0,0,31.88031804,0.2022597294,0,0,0.01394894685,0.2859534105,0,0,0,0,0,67.12930674,0,0,0,0.4882131399,67.78511512,30.19810816,2.016776727,11394,5076,339
AK,,2924,9615,0,0.1456058242,0.2808112324,0.3328133125,31.84607384,0.4056162246,1.560062402,0,0,1.154446178,0,0,0,0,0,64.27457098,0,0,0,0,,,,,,
GA,Camden,13039,26393,0,0,0,0,31.84556511,0.2045997045,0,0,0,0.4357215928,0,0,0,0,0,67.51411359,0,0,0,0,96.91621505,1.309289722,1.774495228,20208,273,370
KY,Shelby,21211,24594,0,0,0,0,31.80450516,0.3293486216,1.004309994,0,0,0.3578108482,0,0,0,0,0,66.50402537,0,0,0,0,72.88591341,15.95236789,11.16171871,13282,2907,2034
MT,Flathead,30029,63140,0,0,0,0,31.77383592,0.3737725689,0,0,0,0.7111181501,0,0,0,0,0,65.55273994,0,0,0,1.588533418,82.47830319,5.410008922,12.11168789,40675,2668,5973
MN,Sherburne,27141,57689,0,0,0,0,31.77208827,0.2409471476,0,0,0.06413701052,0.5234966805,0,0,0,0,0,66.7215587,0,0,0,0.6777721923,95.03282984,2.76477343,2.202396726,32276,939,748
MN,Douglas,27041,24987,0,0,0,0,31.76851963,0.1880978109,0,0,0.0440228919,0.2881498379,0,0,0,0,0,66.93880818,0,0,0,0.7724016489,95.25689773,0.6970849176,4.046017354,19541,143,830
OH,Clermont,39025,113751,0,0,0,0,31.76235813,0,0,0,0,0.57757734,0,0,0,0,0,67.66006453,0,0,0,0,98.81512054,0.3635270322,0.8213524299,72305,266,601
KS,Reno,20155,26248,0,0,0,0,31.75099055,0,1.478207863,0,0,0.5257543432,0,0,0,0,0,66.24504724,0,0,0,0,97.39136675,1.155405648,1.453227601,27142,322,405
NC,Rockingham,37157,49432,0,0,0,0,31.71225117,0.1962291633,0,0,0.1658844473,0.2629875384,0,0,0,0,0,67.66264768,0,0,0,0,94.37631395,0.9285213735,4.695164681,43096,424,2144
LA,Assumption,22007,10329,0,0,0,0,31.68748185,0.2710814212,0,0,0.1742666279,0.2129925453,0,0,0,0,0,67.41214058,0,0,0,0.2420369833,96.79416758,0.15979227,3.046040148,9692,16,305
MI,Otsego,26137,15938,0,0,0,0,31.67273184,0.2070523278,0.04392019074,0,0,0.4141046555,0,0.5709624796,0,0,0,67.09122851,0,0,0,0,82.01946936,6.235286632,11.745244,12891,980,1846
MN,Pine,27115,16857,0,0,0,0,31.67230231,0.2135611319,0,0,0.02372901465,0.3677997271,0,0,0,0,0,66.8802278,0,0,0,0.8423800202,51.81898846,12.02861579,36.15239574,9344,2169,6519
TN,Anderson,47001,36350,0,0,0,0,31.66437414,0.2008253095,0.6327372765,0,0,0,0,0,0,0,0,67.50206327,0,0,0,0,95.51382851,1.637221349,2.848950143,30978,531,924
NC,Rowan,37159,75143,0,0,0,0,31.65697404,0.2195813316,0,0,0.1903038207,0.3193910278,0,0,0,0,0,67.61374978,0,0,0,0,95.95303562,1.400082172,2.64688221,60721,886,1675
SD,Jackson,46071,1129,0,0,0,0,31.62090345,0,1.417183348,0,0,0.2657218778,0,0,0,0,0,66.69619132,0,0,0,0,93.86879215,2.759043532,3.372164316,1531,45,55
GA,Oconee,13219,27287,0,0,0,0,31.5901345,0.2895151537,0,0,0,0.6010188002,0,0,0,0,0,67.51933155,0,0,0,0,96.68667167,1.544136034,1.769192298,15466,247,283
KS,Finney,20055,10311,0,0,0,0,31.58762487,0,1.192900786,0,0,0.5431093007,0,0,0,0,0,66.67636505,0,0,0,0,95.72590546,4.228054021,0.04604051565,12475,551,6
KY,Clark,21049,17865,0,0,0,0,31.56451161,0.335852225,0.9235936188,0,0,0.2854743913,0,0,0,0,0,66.89056815,0,0,0,0,93.28310561,1.672838718,5.044055676,14610,262,790
MN,Brown,27015,14500,0,0,0,0,31.55862069,0.1862068966,0,0,0.04827586207,0.4620689655,0,0,0,0,0,66.84137931,0,0,0,0.9034482759,98.61908327,0.4492138757,0.9317028533,11855,54,112
NC,Onslow,37133,81389,0,0,0,0,31.55709002,0.2629347946,0,0,0.185528757,0.4668935606,0,0,0,0,0,67.52755286,0,0,0,0,98.84912645,0.1818536078,0.9690199389,76099,140,746
GA,Bryan,13029,24651,0,0,0,0,31.55652915,0.2231146809,0,0,0,0.3204738144,0,0,0,0,0,67.89988236,0,0,0,0,97.15858109,0.8135430998,2.027875815,16242,136,339
MN,Nobles,27105,8249,0,0,0,0,31.50684932,0.1091041338,0,0,0.03636804461,0.1818402231,0,0,0,0,0,67.1717784,0,0,0,0.994059886,99.19247788,0.4867256637,0.3207964602,8967,44,29
MS,Lawrence,28077,5971,0,0,0,0,31.50226093,0.0502428404,0.3182046558,0,0,0.217718975,0,0,0,0,0,67.9115726,0,0,0,0,62.11518633,2.48932096,35.39549271,4217,169,2403
MS,Monroe,28095,15748,0,0,0,0,31.47066294,0.0952501905,0.3619507239,0,0,0.1016002032,0,0,0,0,0,67.97053594,0,0,0,0,91.43885701,1.80560243,6.755540556,16256,321,1201
UT,Cache,49005,59497,0,0,0,0,31.46040977,0.5764996554,0,0,0,1.487469956,0,0,0,0,0,66.31762946,0,0.1579911592,0,0,88.99865404,2.481143815,8.520202148,35045,977,3355
IN,Howard,18067,38778,0,0,0,0,31.45340141,0,0,0,0,0.691113518,0,0,0,0,0,66.71566352,0,0,0,1.139821548,95.38403021,1.070448556,3.545521232,35108,394,1305
NJ,Ocean,34029,336455,0,0,0,0,31.44016287,0.262145012,0.5932442674,0,0,0.1738716916,0,0,0,0,0,67.53057615,0,0,0,0,99.62238111,0.03181966302,0.3457992294,259860,83,902
NY,Herkimer,36043,25904,0,0,0,0,31.43915998,0,0,0,0,0,0,0,0,0,0,68.56084002,0,0,0,0,93.96807598,0.3660708397,5.665853176,28493,111,1718
MS,Simpson,28127,11059,0,0,0,0,31.42237092,0.04521204449,0.2079754046,0,0,0.09946649788,0,0,0,0,0,68.22497513,0,0,0,0,52.44062814,17.11920786,30.440164,6779,2213,3935
VA,Amherst,51009,17284,0,0,0,0,31.41055311,0.1504281416,0.1099282573,0,0,0.3934274474,0,0,0,0,0,67.93566304,0,0,0,0,85.12140406,6.941145421,7.937450515,12901,1052,1203
ND,Barnes,38003,5294,0,0,0,0,31.37514167,0,0,0,0,1.926709482,0,0,0,0,0,66.69814885,0,0,0,0,99.59312003,0.2219345293,0.1849454411,5385,12,10
TX,San Patricio,48409,25541,0,0,0,0,31.35351004,0.3093066051,0,0,0,0.5129008261,0,0,0,0,0,67.82428253,0,0,0,0,92.40426427,0.5190068733,7.076728854,26350,148,2018
IA,Henry,19087,9554,0,0,0,0,31.34812644,0,0,0,0,0.3349382458,0,0,0,0,0,67.39585514,0,0,0,0.9210801758,88.23778743,3.52866377,8.233548797,8327,333,777
LA,Webster,22119,16128,0,0,0,0,31.33060516,0.1178075397,0,0,0.08680555556,0.1984126984,0,0,0,0,0,67.98735119,0,0,0,0.2790178571,66.88651007,16.98036629,16.13312364,13184,3347,3180
WI,Shawano,55115,23417,0,0,0,0,31.32766793,0.2177904941,0,0,0.01708160738,0.2263312978,0,0,0,0,0,67.68586924,0,0,0,0.5252594269,77.52819333,11.16225547,11.30955121,16843,2425,2457
WI,Green Lake,55047,11012,0,0,0,0,31.32037777,0.1089720305,0,0,0.01816200509,0.3450780966,0,0,0,0,0,67.72611696,0,0,0,0.4812931348,74.83052321,17.93846689,7.231009908,8610,2064,832
WI,Washington,55131,91022,0,0,0,0,31.31550614,0.1680912307,0,0,0.0208740744,0.3295906484,0,0,0,0,0,67.68034102,0,0,0,0.4855968887,96.14730996,3.079665092,0.7730249523,46393,1486,373
IL,Vermilion,17183,29379,0,0,0,0,31.28765445,0,1.616801116,0,0,0,0,0,0,0,0,67.09554444,0,0,0,0,95.9361955,0.8238188704,3.239985625,34703,298,1172
IA,Union,19175,5990,0,0,0,0,31.28547579,0,0,0,0,0.3171953255,0,0,0,0,0,67.51252087,0,0,0,0.8848080134,92.42172137,4.250491605,3.327787022,6110,281,220
CA,Glenn,6021,10183,1.581066483,0,0,0,31.2481587,0.3240695276,0,0,0,0.4615535697,0,0,0,0,0,66.38515172,0,0,0,0,84.66580502,7.385524372,7.948670606,9171,800,861
IL,Marshall,17123,6125,0,0,0,0,31.2,0,1.551020408,0,0,0,0,0,0,0,0,67.24897959,0,0,0,0,79.38408896,10.70715711,9.908753921,5568,751,695
WV,Berkeley,54003,56102,0,0,0,0,31.19318384,0.385013012,0.9696624006,0,0,0.4670065238,0,0,0,0,0,66.98513422,0,0,0,0,90.62333409,2.174244155,7.20242175,47599,1142,3783
TN,Lauderdale,47097,8245,0,0,0,0,31.18253487,0.04851425106,0.4487568223,0,0,0,0,0,0,0,0,68.32019406,0,0,0,0,98.91634981,0.4467680608,0.6368821293,10406,47,67
KY,Jessamine,21113,26631,0,0,0,0,31.17795051,0.4919079269,0.8936953175,0,0,0.394277346,0,0,0,0,0,67.0421689,0,0,0,0,89.68337598,5.675146771,4.641477244,17873,1131,925
FL,Hernando,12053,110455,0,0,0,0,31.17197049,0.2716038206,0,0,0,0.2516862071,0,0,0,0,0,68.30473949,0,0,0,0,99.46540881,0.1954177898,0.3391734052,88564,174,302
MN,Benton,27009,22736,0,0,0,0,31.15763547,0.3298733286,0,0,0.01759324419,0.5190007037,0,0,0,0,0,67.1182266,0,0,0,0.8576706545,93.82199671,2.818156884,3.359846407,13683,411,490
MI,Dickinson,26043,15287,0,0,0,0,31.14410937,0.2878262576,0.02616602342,0,0,0.3663243279,0,0.6410675738,0,0,0,67.53450644,0,0,0,0,93.60248867,1.210522756,5.186988571,13841,179,767
NV,Mineral,32021,2285,0,0,0,0,31.11597374,0,0,0,0,0.3938730853,0,0,1.619256018,0,0,66.87089716,0,0,0,0,98.15789474,0,1.842105263,2611,0,49
TX,Reeves,48389,3426,0,0,0,0,31.11500292,0.2043199066,0,0,0,0.6421482779,0,0,0,0,0,68.0385289,0,0,0,0,98.54606932,0.7100591716,0.7438715131,5829,42,44
CO,Teller,8119,16279,0,0,0,0,31.11370477,0.2887155231,0,0,0,0.6757171816,0,0,0,0,0,66.68714294,0,1.18557651,0.04914306776,0,43.70204842,15.09124767,41.20670391,5867,2026,5532
AR,Columbia,5027,7928,0,0,0,0,31.1049445,0.1765893037,0.7315842583,0,0,0.290110999,0,0,0,0,0,67.69677094,0,0,0,0,91.47869674,1.727533119,6.79377014,10220,193,759
PA,Wyoming,42131,15052,0,0,0,0,31.09221366,0.3986181238,0,0,0,0.5979271858,0,0,0,0,0,67.91124103,0,0,0,0,84.11674122,3.079856273,12.80340251,11471,420,1746
LA,Rapides,22079,53201,0,0,0,0,31.08400218,0.2405969813,0,0,0.09586285972,0.3120242101,0,0,0,0,0,67.98932351,0,0,0,0.2781902596,81.76715899,3.466550825,14.76629018,47057,1995,8498
PA,Wayne,42127,29444,0,0,0,0,31.07594077,0.3328352126,0,0,0,0.42453471,0,0,0,0,0,68.16668931,0,0,0,0,84.10438219,4.29791933,11.59769848,28942,1479,3991
IA,Wright,19197,5697,0,0,0,0,31.06898368,0,0,0,0,0.1579778831,0,0,0,0,0,67.63208706,0,0,0,1.140951378,96.40365003,1.757917338,1.838432636,7184,131,137
CO,Delta,8029,19441,0,0,0,0,31.01177923,0.411501466,0,0,0,0.4629391492,0,0,0,0,0,66.60151227,0,1.393961216,0.1183066715,0,99.7927669,0.08021926599,0.1270138378,14928,12,19
IN,Jefferson,18077,14325,0,0,0,0,31.008726,0,0,0,0,0.6003490401,0,0,0,0,0,67.11343805,0,0,0,1.277486911,80.45754686,4.8489295,14.69352364,12063,727,2203
VA,Rockingham,51165,48516,0,0,0,0,30.98977657,0.3400939896,0.1422211229,0,0,0.4410915986,0,0,0,0,0,68.08681672,0,0,0,0,71.50573011,3.816417174,24.67785272,26081,1392,9001
OR,Wallowa,41063,5075,0,0,0,0,30.97536946,0.5123152709,0,0,0,0.3349753695,0,0,0,0.1773399015,0,66.32512315,0,0,0,1.674876847,67.13821449,4.415981648,28.44580386,3512,231,1488
FL,Sumter,12119,105089,0,0,0,0,30.97469764,0.1474940289,0,0,0,0.2369420206,0,0,0,0,0,68.64086631,0,0,0,0,98.35287135,0.5688282139,1.07830044,79536,460,872
MO,Jefferson,29099,118823,0,0,0,0,30.94518738,0.4830714592,0,0,0,0.7927758094,0,0,0,0,0,67.77896535,0,0,0,0,94.9868967,2.383708233,2.629395064,86989,2183,2408
